Et,k1st defect_crop_-40C,k1st defect_crop_-5C,k1st defect_crop_30C,ksingle defect_crop_65C,ksingle defect_crop_100C,TauMinor1st defect_crop_-40C,TauMinor1st defect_crop_-5C,TauMinor1st defect_crop_30C,TauMinorsingle defect_crop_65C,TauMinorsingle defect_crop_100C,StdDev
-3.059999999999999942e-01,6.518967000609838802e-01,1.141755288282742420e+00,nan,6.901630946909319553e-01,1.288642362271371411e+00,1.069039811623706456e-04,1.354692501232559966e-04,nan,8.762899302079845180e-05,1.391682768010651212e-04,nan
-3.029999999999999916e-01,6.553512552005561487e-01,1.181268020950805520e+00,nan,4.660530697729685090e-01,1.076059373999138646e+00,1.072184858768875272e-04,1.373925335990320814e-04,nan,6.939965433130352690e-05,1.291191401383751287e-04,nan
-2.999999999999999889e-01,6.583263600862444553e-01,1.215967394856748873e+00,nan,2.638771046346086169e-01,8.824198085697813054e-01,1.074881614468663042e-04,1.390200132744479815e-04,nan,4.655065614949913425e-05,1.178037302031974514e-04,nan
-2.969999999999999862e-01,6.608885565842693710e-01,1.246439763335504214e+00,nan,8.148847254191222966e-02,7.060356039039228371e-01,1.077195396690992882e-04,1.404041986642239938e-04,nan,1.724927382662995353e-05,1.050260523762731798e-04,nan
-2.939999999999999836e-01,6.630951513588170254e-01,1.273200051380509512e+00,nan,nan,5.453691223465740867e-01,1.079181637668696729e-04,1.415865561589862108e-04,nan,nan,9.055053177953368919e-05,nan
-2.909999999999999809e-01,6.649954976058025657e-01,1.296700456895436115e+00,nan,nan,3.990197462380977167e-01,1.080887474991553462e-04,1.426002462302617085e-04,nan,nan,7.409152916563635060e-05,nan
-2.879999999999999782e-01,6.666320988975699136e-01,1.317338091977558134e+00,nan,nan,2.657116679634394241e-01,1.082353062647525821e-04,1.434720817205708599e-04,nan,nan,5.529932082024427903e-05,nan
-2.849999999999999756e-01,6.680415598273681255e-01,1.335461693355910695e+00,nan,nan,1.442827680388455991e-01,1.083612657156883590e-04,1.442239546867370994e-04,nan,nan,3.374106678355068224e-05,nan
-2.819999999999999729e-01,6.692554047159311459e-01,1.351377515377849781e+00,nan,nan,3.367448428023985668e-02,1.084695521721229066e-04,1.448738932938266929e-04,nan,nan,8.874543391043211249e-06,nan
-2.789999999999999702e-01,6.703007826915388101e-01,1.365354505124264595e+00,nan,nan,nan,1.085626682100708886e-04,1.454368564779500122e-04,nan,nan,nan,nan
-2.759999999999999676e-01,6.712010749135368659e-01,1.377628847103048226e+00,nan,nan,nan,1.086427560926881412e-04,1.459253396520492530e-04,nan,nan,nan,nan
-2.729999999999999649e-01,6.719764175206157653e-01,1.388407954317468773e+00,nan,nan,nan,1.087116511779243365e-04,1.463498421943482683e-04,nan,nan,nan,nan
-2.699999999999999623e-01,6.726441520002242047e-01,1.397873973150912663e+00,nan,nan,nan,1.087709270185836449e-04,1.467192324296501954e-04,nan,nan,nan,nan
-2.669999999999999596e-01,6.732192130521864604e-01,1.406186861293873047e+00,nan,nan,nan,1.088219335451887782e-04,1.470410356123324634e-04,nan,nan,nan,nan
-2.639999999999999569e-01,6.737144626215634258e-01,1.413487090724280471e+00,nan,nan,nan,1.088658294655011759e-04,1.473216633837969047e-04,nan,nan,nan,nan
-2.609999999999999543e-01,6.741409775718121278e-01,1.419898021416407863e+00,nan,nan,nan,1.089036098108593853e-04,1.475665982522566698e-04,nan,nan,nan,nan
-2.579999999999999516e-01,6.745082974324120295e-01,1.425527985889496030e+00,nan,nan,nan,1.089361293965637512e-04,1.477805431485436632e-04,nan,nan,nan,nan
-2.549999999999999489e-01,6.748246377621295311e-01,1.430472119821016630e+00,nan,nan,nan,1.089641228322864655e-04,1.479675436011911483e-04,nan,nan,nan,nan
-2.519999999999999463e-01,6.750970739000566878e-01,1.434813969658433441e+00,nan,nan,nan,1.089882216120597518e-04,1.481310882492761815e-04,nan,nan,nan,nan
-2.489999999999999436e-01,6.753316992142388564e-01,1.438626904395057027e+00,nan,nan,nan,1.090089687265604322e-04,1.482741920706161091e-04,nan,nan,nan,nan
-2.459999999999999964e-01,6.755337613873187985e-01,1.441975355366297507e+00,nan,nan,nan,1.090268311691595498e-04,1.483994657074966142e-04,nan,nan,nan,nan
-2.429999999999999938e-01,6.757077797873881631e-01,1.444915905016530111e+00,nan,nan,nan,1.090422106484277142e-04,1.485091735260346167e-04,nan,nan,nan,nan
-2.399999999999999911e-01,6.758576465491924479e-01,1.447498243034640364e+00,nan,nan,nan,1.090554527710683373e-04,1.486052824809752746e-04,nan,nan,nan,nan
-2.369999999999999885e-01,6.759867136264938736e-01,1.449766006015138275e+00,nan,nan,nan,1.090668549186885923e-04,1.486895034272181244e-04,nan,nan,nan,nan
-2.339999999999999858e-01,6.760978677626249267e-01,1.451757514833495799e+00,nan,nan,nan,1.090766730079146131e-04,1.487633261882035079e-04,nan,nan,nan,nan
-2.309999999999999831e-01,6.761935950560391539e-01,1.453506422195965930e+00,nan,nan,nan,1.090851272949150500e-04,1.488280494345367241e-04,nan,nan,nan,nan
-2.279999999999999805e-01,6.762760365649505001e-01,1.455042281306223817e+00,nan,nan,nan,1.090924073614614356e-04,1.488848062256391529e-04,nan,nan,nan,nan
-2.249999999999999778e-01,6.763470361947224729e-01,1.456391045258229822e+00,nan,nan,nan,1.090986763994529458e-04,1.489345859093563586e-04,nan,nan,nan,nan
-2.219999999999999751e-01,6.764081819390725947e-01,1.457575505594084442e+00,nan,nan,nan,1.091040748937390284e-04,1.489782529493413187e-04,nan,nan,nan,nan
-2.189999999999999725e-01,6.764608413974957379e-01,1.458615677437689051e+00,nan,nan,nan,1.091087237885775339e-04,1.490165631501910010e-04,nan,nan,nan,nan
-2.159999999999999698e-01,6.765061923633047813e-01,1.459529137712220814e+00,nan,nan,nan,1.091127272107484281e-04,1.490501776701138280e-04,nan,nan,nan,nan
-2.129999999999999671e-01,6.765452491664190049e-01,1.460331322156656508e+00,nan,nan,nan,1.091161748118571457e-04,1.490796751460724716e-04,nan,nan,nan,nan
-2.099999999999999645e-01,6.765788853600975816e-01,1.461035786160367111e+00,nan,nan,nan,1.091191437834241961e-04,1.491055622036097192e-04,nan,nan,nan,nan
-2.069999999999999618e-01,6.766078532590265038e-01,1.461654433823381449e+00,nan,nan,nan,1.091217005907243646e-04,1.491282825804168290e-04,nan,nan,nan,nan
-2.039999999999999591e-01,6.766328007657606003e-01,1.462197719113006222e+00,nan,nan,nan,1.091239024648191344e-04,1.491482250572013254e-04,nan,nan,nan,nan
-2.009999999999999565e-01,6.766542858618567191e-01,1.462674822515962481e+00,nan,nan,nan,1.091257986866446761e-04,1.491657303600416637e-04,nan,nan,nan,nan
-1.979999999999999538e-01,6.766727890878151408e-01,1.463093806171128941e+00,nan,nan,nan,1.091274316922398983e-04,1.491810971739940782e-04,nan,nan,nan,nan
-1.949999999999999512e-01,6.766887242909566114e-01,1.463461750104334769e+00,nan,nan,nan,1.091288380241053262e-04,1.491945873873162581e-04,nan,nan,nan,nan
-1.919999999999999485e-01,6.767024478816253685e-01,1.463784871867310544e+00,nan,nan,nan,1.091300491501702826e-04,1.492064306685467851e-04,nan,nan,nan,nan
-1.889999999999999458e-01,6.767142668047421150e-01,1.464068631602473136e+00,nan,nan,nan,1.091310921688353039e-04,1.492168284642489743e-04,nan,nan,nan,nan
-1.859999999999999432e-01,6.767244454050043156e-01,1.464317824308934979e+00,nan,nan,nan,1.091319904159683774e-04,1.492259574930122131e-04,nan,nan,nan,nan
-1.829999999999999960e-01,6.767332113392794390e-01,1.464536660868852147e+00,nan,nan,nan,1.091327639875129806e-04,1.492339728009372971e-04,nan,nan,nan,nan
-1.799999999999999933e-01,6.767407606684279209e-01,1.464728839203319755e+00,nan,nan,nan,1.091334301894577598e-04,1.492410104349898030e-04,nan,nan,nan,nan
-1.769999999999999907e-01,6.767472622424466344e-01,1.464897606760191762e+00,nan,nan,nan,1.091340039252760544e-04,1.492471897830555388e-04,nan,nan,nan,nan
-1.739999999999999880e-01,6.767528614770054185e-01,1.465045815389764527e+00,nan,nan,nan,1.091344980295350542e-04,1.492526156230547041e-04,nan,nan,nan,nan
-1.709999999999999853e-01,6.767576836058458722e-01,1.465175969535619682e+00,nan,nan,nan,1.091349235551598954e-04,1.492573799179081658e-04,nan,nan,nan,nan
-1.679999999999999827e-01,6.767618364817877818e-01,1.465290268554946040e+00,nan,nan,nan,1.091352900207972994e-04,1.492615633883559662e-04,nan,nan,nan,nan
-1.649999999999999800e-01,6.767654129889908443e-01,1.465390643883490940e+00,nan,nan,nan,1.091356056238232310e-04,1.492652368914899462e-04,nan,nan,nan,nan
-1.619999999999999774e-01,6.767684931204205334e-01,1.465478791673144432e+00,nan,nan,nan,1.091358774237708107e-04,1.492684626292856912e-04,nan,nan,nan,nan
-1.589999999999999747e-01,6.767711457669903785e-01,1.465556201453676710e+00,nan,nan,nan,1.091361115002865767e-04,1.492712952083166146e-04,nan,nan,nan,nan
-1.559999999999999720e-01,6.767734302583914285e-01,1.465624181302953133e+00,nan,nan,nan,1.091363130891553028e-04,1.492737825691466970e-04,nan,nan,nan,nan
-1.529999999999999694e-01,6.767753976900729995e-01,1.465683879950961055e+00,nan,nan,nan,1.091364866994383128e-04,1.492759668015569263e-04,nan,nan,nan,nan
-1.499999999999999667e-01,6.767770920660556300e-01,1.465736306191157023e+00,nan,nan,nan,1.091366362143495475e-04,1.492778848597329719e-04,nan,nan,nan,nan
-1.469999999999999640e-01,6.767785512831340222e-01,1.465782345927155728e+00,nan,nan,nan,1.091367649781268168e-04,1.492795691897650279e-04,nan,nan,nan,nan
-1.439999999999999614e-01,6.767798079784863585e-01,1.465822777142814948e+00,nan,nan,nan,1.091368758708437280e-04,1.492810482802734654e-04,nan,nan,nan,nan
-1.409999999999999587e-01,6.767808902596440523e-01,1.465858283048678379e+00,nan,nan,nan,1.091369713728363133e-04,1.492823471456223184e-04,nan,nan,nan,nan
-1.379999999999999560e-01,6.767818223331509842e-01,1.465889463626934841e+00,nan,nan,nan,1.091370536201863165e-04,1.492834877500106552e-04,nan,nan,nan,nan
-1.349999999999999534e-01,6.767826250459736404e-01,1.465916845769974941e+00,nan,nan,nan,1.091371244525030538e-04,1.492844893797019531e-04,nan,nan,nan,nan
-1.319999999999999507e-01,6.767833163517675832e-01,1.465940892183867028e+00,nan,nan,nan,1.091371854540725179e-04,1.492853689697551172e-04,nan,nan,nan,nan
-1.289999999999999480e-01,6.767839117124342385e-01,1.465962009207209871e+00,nan,nan,nan,1.091372379892951636e-04,1.492861413908350143e-04,nan,nan,nan,nan
-1.259999999999999454e-01,6.767844244439441548e-01,1.465980553677481479e+00,nan,nan,nan,1.091372832332045448e-04,1.492868197009918909e-04,nan,nan,nan,nan
-1.229999999999999427e-01,6.767848660141658756e-01,1.465996838960911930e+00,nan,nan,nan,1.091373221977502461e-04,1.492874153666979686e-04,nan,nan,nan,nan
-1.199999999999999956e-01,6.767852462993588780e-01,1.466011140247776012e+00,nan,nan,nan,1.091373557544325271e-04,1.492879384569025566e-04,nan,nan,nan,nan
-1.169999999999999929e-01,6.767855738050666536e-01,1.466023699202585906e+00,nan,nan,nan,1.091373846537953697e-04,1.492883978134045843e-04,nan,nan,nan,nan
-1.139999999999999902e-01,6.767858558563565330e-01,1.466034728047758806e+00,nan,nan,nan,1.091374095422142373e-04,1.492888012004365595e-04,nan,nan,nan,nan
-1.109999999999999876e-01,6.767860987616506341e-01,1.466044413149774517e+00,nan,nan,nan,1.091374309763533282e-04,1.492891554359998866e-04,nan,nan,nan,nan
-1.079999999999999849e-01,6.767863079538236626e-01,1.466052918168412766e+00,nan,nan,nan,1.091374494356166751e-04,1.492894665071799317e-04,nan,nan,nan,nan
-1.049999999999999822e-01,6.767864881117148235e-01,1.466060386822289452e+00,nan,nan,nan,1.091374653328705524e-04,1.492897396713965201e-04,nan,nan,nan,nan
-1.019999999999999796e-01,6.767866432647764441e-01,1.466066945317431980e+00,nan,nan,nan,1.091374790236783173e-04,1.492899795453058842e-04,nan,nan,nan,nan
-9.899999999999997691e-02,6.767867768831964392e-01,1.466072704479918221e+00,nan,nan,nan,1.091374908142529239e-04,1.492901901828609982e-04,nan,nan,nan,nan
-9.599999999999997424e-02,6.767868919555147800e-01,1.466077761628625131e+00,nan,nan,nan,1.091375009683059780e-04,1.492903751438524537e-04,nan,nan,nan,nan
-9.299999999999997158e-02,6.767869910554645818e-01,1.466082202219735287e+00,nan,nan,nan,1.091375097129460676e-04,1.492905375540903000e-04,nan,nan,nan,nan
-8.999999999999996891e-02,6.767870763995379457e-01,1.466086101290781318e+00,nan,nan,nan,1.091375172437582909e-04,1.492906801582463499e-04,nan,nan,nan,nan
-8.699999999999996625e-02,6.767871498965594146e-01,1.466089524728637628e+00,nan,nan,nan,1.091375237291788492e-04,1.492908053662505793e-04,nan,nan,nan,nan
-8.399999999999996358e-02,6.767872131903800437e-01,1.466092530382885339e+00,nan,nan,nan,1.091375293142624330e-04,1.492909152940272047e-04,nan,nan,nan,nan
-8.099999999999996092e-02,6.767872676966437684e-01,1.466095169043356350e+00,nan,nan,nan,1.091375341239265068e-04,1.492910117992601545e-04,nan,nan,nan,nan
-7.799999999999995826e-02,6.767873146344498547e-01,1.466097485298387237e+00,nan,nan,nan,1.091375382657452307e-04,1.492910965127917271e-04,nan,nan,nan,nan
-7.499999999999995559e-02,6.767873550536197547e-01,1.466099518288276338e+00,nan,nan,nan,1.091375418323555895e-04,1.492911708661869940e-04,nan,nan,nan,nan
-7.199999999999995293e-02,6.767873898581778791e-01,1.466101302366682679e+00,nan,nan,nan,1.091375449035292760e-04,1.492912361159288558e-04,nan,nan,nan,nan
-6.899999999999995026e-02,6.767874198265709795e-01,1.466102867681131849e+00,nan,nan,nan,1.091375475479569487e-04,1.492912933646539577e-04,nan,nan,nan,nan
-6.599999999999994760e-02,6.767874456290785545e-01,1.466104240682457815e+00,nan,nan,nan,1.091375498247844518e-04,1.492913435797878479e-04,nan,nan,nan,nan
-6.299999999999994493e-02,6.767874678428053015e-01,1.466105444571768501e+00,nan,nan,nan,1.091375517849359347e-04,1.492913876098943943e-04,nan,nan,nan,nan
-5.999999999999994227e-02,6.767874869645889024e-01,1.466106499692499510e+00,nan,nan,nan,1.091375534722525622e-04,1.492914261990171498e-04,nan,nan,nan,nan
-5.699999999999993960e-02,6.767875034221109143e-01,1.466107423874182025e+00,nan,nan,nan,1.091375549244732708e-04,1.492914599992530077e-04,nan,nan,nan,nan
-5.399999999999993694e-02,6.767875175834642265e-01,1.466108232733727590e+00,nan,nan,nan,1.091375561740787924e-04,1.492914895817725471e-04,nan,nan,nan,nan
-5.099999999999993427e-02,6.767875297653850319e-01,1.466108939939320566e+00,nan,nan,nan,1.091375572490180701e-04,1.492915154464724689e-04,nan,nan,nan,nan
-4.799999999999993161e-02,6.767875402403366047e-01,1.466109557441389599e+00,nan,nan,nan,1.091375581733334497e-04,1.492915380304234271e-04,nan,nan,nan,nan
-4.499999999999992895e-02,6.767875492426040918e-01,1.466110095674544089e+00,nan,nan,nan,1.091375589676984033e-04,1.492915577152563466e-04,nan,nan,nan,nan
-4.199999999999992628e-02,6.767875569735343211e-01,1.466110563733898253e+00,nan,nan,nan,1.091375596498798874e-04,1.492915748336112302e-04,nan,nan,nan,nan
-3.899999999999992362e-02,6.767875636060391997e-01,1.466110969528765517e+00,nan,nan,nan,1.091375602351356760e-04,1.492915896747585842e-04,nan,nan,nan,nan
-3.599999999999992095e-02,6.767875692884626204e-01,1.466111319916304945e+00,nan,nan,nan,1.091375607365557756e-04,1.492916024894879780e-04,nan,nan,nan,nan
-3.299999999999991829e-02,6.767875741478991403e-01,1.466111620817400985e+00,nan,nan,nan,1.091375611653550378e-04,1.492916134943457018e-04,nan,nan,nan,nan
-2.999999999999991562e-02,6.767875782930357076e-01,1.466111877316707890e+00,nan,nan,nan,1.091375615311240984e-04,1.492916228752942209e-04,nan,nan,nan,nan
-2.699999999999991296e-02,6.767875818165837165e-01,1.466112093748576539e+00,nan,nan,nan,1.091375618420438725e-04,1.492916307908548161e-04,nan,nan,nan,nan
-2.399999999999991029e-02,6.767875847973511272e-01,1.466112273770293850e+00,nan,nan,nan,1.091375621050683786e-04,1.492916373747861058e-04,nan,nan,nan,nan
-2.100000000000001865e-02,6.767875873020071653e-01,1.466112420423886231e+00,nan,nan,nan,1.091375623260805385e-04,1.492916427383447699e-04,nan,nan,nan,nan
-1.800000000000001599e-02,6.767875893865709092e-01,1.466112536187520021e+00,nan,nan,nan,1.091375625100235685e-04,1.492916469721652039e-04,nan,nan,nan,nan
-1.500000000000001332e-02,6.767875910976665077e-01,1.466112623017383099e+00,nan,nan,nan,1.091375626610115824e-04,1.492916501477911987e-04,nan,nan,nan,nan
-1.200000000000001066e-02,6.767875924735645699e-01,1.466112682380735999e+00,nan,nan,nan,1.091375627824215310e-04,1.492916523188852595e-04,nan,nan,nan,nan
-9.000000000000007994e-03,6.767875935450388125e-01,1.466112715280709411e+00,nan,nan,nan,1.091375628769689884e-04,1.492916535221349447e-04,nan,nan,nan,nan
-6.000000000000005329e-03,6.767875943360541768e-01,1.466112722273254843e+00,nan,nan,nan,1.091375629467686368e-04,1.492916537778730566e-04,nan,nan,nan,nan
-3.000000000000002665e-03,6.767875948643023998e-01,1.466112703476537105e+00,nan,nan,nan,1.091375629933815646e-04,1.492916530904213064e-04,nan,nan,nan,nan
0.000000000000000000e+00,6.767875951415989189e-01,1.466112658572934269e+00,nan,nan,nan,1.091375630178503136e-04,1.492916514481632808e-04,nan,nan,nan,nan
3.000000000000002665e-03,6.767875951741449958e-01,1.466112586803668627e+00,nan,nan,nan,1.091375630207222296e-04,1.492916488233481207e-04,nan,nan,nan,nan
6.000000000000005329e-03,6.767875949626693810e-01,1.466112486955988059e+00,nan,nan,nan,1.091375630020614839e-04,1.492916451716216572e-04,nan,nan,nan,nan
9.000000000000007994e-03,6.767875945024417472e-01,1.466112357342669092e+00,nan,nan,nan,1.091375629614507807e-04,1.492916404312768760e-04,nan,nan,nan,nan
1.200000000000001066e-02,6.767875937831685507e-01,1.466112195773513482e+00,nan,nan,nan,1.091375628979816939e-04,1.492916345222112401e-04,nan,nan,nan,nan
1.500000000000001332e-02,6.767875927887624377e-01,1.466111999518331821e+00,nan,nan,nan,1.091375628102347726e-04,1.492916273445731988e-04,nan,nan,nan,nan
1.800000000000001599e-02,6.767875914969824214e-01,1.466111765260817101e+00,nan,nan,nan,1.091375626962473941e-04,1.492916187770747087e-04,nan,nan,nan,nan
2.100000000000001865e-02,6.767875898789360578e-01,1.466111489042501548e+00,nan,nan,nan,1.091375625534701381e-04,1.492916086749418740e-04,nan,nan,nan,nan
2.400000000000002132e-02,6.767875878984336291e-01,1.466111166195873006e+00,nan,nan,nan,1.091375623787095551e-04,1.492915968674685535e-04,nan,nan,nan,nan
2.700000000000002398e-02,6.767875855111792349e-01,1.466110791265504476e+00,nan,nan,nan,1.091375621680569605e-04,1.492915831551318946e-04,nan,nan,nan,nan
3.000000000000002665e-02,6.767875826637786973e-01,1.466110357915872076e+00,nan,nan,nan,1.091375619168008049e-04,1.492915673062205728e-04,nan,nan,nan,nan
3.300000000000002931e-02,6.767875792925462930e-01,1.466109858824303558e+00,nan,nan,nan,1.091375616193214650e-04,1.492915490529196838e-04,nan,nan,nan,nan
3.600000000000003197e-02,6.767875753220807811e-01,1.466109285557245512e+00,nan,nan,nan,1.091375612689654632e-04,1.492915280867851207e-04,nan,nan,nan,nan
3.900000000000003464e-02,6.767875706635774202e-01,1.466108628427763350e+00,nan,nan,nan,1.091375608578966198e-04,1.492915040535315162e-04,nan,nan,nan,nan
4.200000000000003730e-02,6.767875652128434449e-01,1.466107876331861348e+00,nan,nan,nan,1.091375603769209276e-04,1.492914765470458745e-04,nan,nan,nan,nan
4.500000000000003997e-02,6.767875588479662641e-01,1.466107016560865839e+00,nan,nan,nan,1.091375598152807429e-04,1.492914451025250863e-04,nan,nan,nan,nan
4.800000000000004263e-02,6.767875514265878634e-01,1.466106034586690976e+00,nan,nan,nan,1.091375591604142959e-04,1.492914091886220500e-04,nan,nan,nan,nan
5.100000000000004530e-02,6.767875427827199086e-01,1.466104913816370869e+00,nan,nan,nan,1.091375583976747743e-04,1.492913681984670677e-04,nan,nan,nan,nan
5.400000000000004796e-02,6.767875327230317151e-01,1.466103635311704956e+00,nan,nan,nan,1.091375575100024737e-04,1.492913214394135971e-04,nan,nan,nan,nan
5.700000000000005063e-02,6.767875210225265947e-01,1.466102177469286616e+00,nan,nan,nan,1.091375564775435111e-04,1.492912681213342618e-04,nan,nan,nan,nan
6.000000000000005329e-02,6.767875074195082163e-01,1.466100515655504921e+00,nan,nan,nan,1.091375552772058032e-04,1.492912073432702566e-04,nan,nan,nan,nan
6.300000000000005596e-02,6.767874916097288418e-01,1.466098621790362877e+00,nan,nan,nan,1.091375538821422680e-04,1.492911380782075770e-04,nan,nan,nan,nan
6.600000000000005862e-02,6.767874732395835480e-01,1.466096463873080902e+00,nan,nan,nan,1.091375522611505970e-04,1.492910591557240383e-04,nan,nan,nan,nan
6.900000000000006128e-02,6.767874518982024412e-01,1.466094005441472392e+00,nan,nan,nan,1.091375503779753949e-04,1.492909692422128315e-04,nan,nan,nan,nan
7.200000000000006395e-02,6.767874271082591209e-01,1.466091204955976224e+00,nan,nan,nan,1.091375481904971690e-04,1.492908668183496310e-04,nan,nan,nan,nan
7.500000000000006661e-02,6.767873983152977724e-01,1.466088015097936292e+00,nan,nan,nan,1.091375456497902663e-04,1.492907501534215331e-04,nan,nan,nan,nan
7.800000000000006928e-02,6.767873648753295335e-01,1.466084381970292005e+00,nan,nan,nan,1.091375426990287507e-04,1.492906172760852560e-04,nan,nan,nan,nan
8.100000000000007194e-02,6.767873260404296820e-01,1.466080244187192960e+00,nan,nan,nan,1.091375392722153387e-04,1.492904659410599884e-04,nan,nan,nan,nan
8.400000000000007461e-02,6.767872809420103497e-01,1.466075531837174095e+00,nan,nan,nan,1.091375352927052172e-04,1.492902935911926733e-04,nan,nan,nan,nan
8.700000000000007727e-02,6.767872285713927294e-01,1.466070165302410411e+00,nan,nan,nan,1.091375306714918931e-04,1.492900973142553974e-04,nan,nan,nan,nan
9.000000000000007994e-02,6.767871677572475653e-01,1.466064053914135856e+00,nan,nan,nan,1.091375253052164488e-04,1.492898737937446761e-04,nan,nan,nan,nan
9.300000000000008260e-02,6.767870971393968871e-01,1.466057094421560070e+00,nan,nan,nan,1.091375190738557522e-04,1.492896192528527042e-04,nan,nan,nan,nan
